text,category
tiket pembelian emote game hari,Hiburan
biaya tagihan bulanan indihome,Utilitas
nonton film digital,Hiburan
konser musik malam,Hiburan
iuran bulanan air bersih,Utilitas
perbaikan lampu mobil hari,Transportasi
milkshake vanilla x1,Makanan dan Minuman
Harga biaya praktikum,Pendidikan
Total internet provider fiber bulan,Utilitas
Harga biaya praktikum semester,Pendidikan
Rp brownies kukus lembut paket,Makanan dan Minuman
ayam rica rica paket,Makanan dan Minuman
Harga buku referensi semester,Pendidikan
krim luka bakar,Kesehatan
smartwatch,Belanja
Total plester luka,Kesehatan
Tagihan iuran bulanan air bersih,Utilitas
Total biaya pemasangan internet periode,Utilitas
langganan e-book,Pendidikan
tiket waterpark,Hiburan
celana jeans,Belanja
Diskon jaket kulit promo,Belanja
iuran bulanan air bersih bulan,Utilitas
Total roti tawar selai porsi,Makanan dan Minuman
Total token listrik,Utilitas
Harga buku teknik kimia program,Pendidikan
pancake cokelat,Makanan dan Minuman
Biaya krim anti jamur,Kesehatan
Harga membership spa,Hiburan
tiket bioskop 3D,Hiburan
buku teknik sipil program,Pendidikan
krim eksim,Kesehatan
fresh juice mix paket,Makanan dan Minuman
krim pereda gatal,Kesehatan
baju formal,Belanja
biaya pemasangan IndiHome,Utilitas
tarif tiket krl jabodetabek kali,Transportasi
kertas folio,Pendidikan
buku teknik kimia periode,Pendidikan
Total buku teks matematika,Pendidikan
isi bensin pertalite hari,Transportasi
tiket taman hiburan,Hiburan
sewa mobil dengan supir,Transportasi
Total pembelian token listrik 20 ribu aktif,Utilitas
sabun antiseptik,Kesehatan
biaya iuran keamanan bulan,Utilitas
tiket kapal laut km,Transportasi
nonton film digital,Hiburan
langganan Netflix malam,Hiburan
Tiket langganan layanan streaming hari,Hiburan
Biaya krim eksim,Kesehatan
Biaya tiket teater jam,Hiburan
pembayaran air minum bulanan aktif,Utilitas
Harga jam tangan sport,Belanja
ke arena trampolin hari,Hiburan
biaya grab car pagi km,Transportasi
Biaya parkir harian mall,Transportasi
gaun pesta promo,Belanja
Biaya pembelian pulsa Telkomsel,Utilitas
paket data unlimited bulan,Utilitas
Total vitamin C resep,Kesehatan
Biaya alat cek saturasi oksigen paket,Kesehatan
pembelian pulsa internet aktif,Utilitas
harga obat pencernaan resep,Kesehatan
tablet kalsium satuan,Kesehatan
Total smartphone baru unit,Belanja
total telepon rumah telkom,Utilitas
tiket taman hiburan,Hiburan
Tagihan pulsa kartu perdana,Utilitas
lip gloss baru,Belanja
Tarif parkir motor mall,Transportasi
Harga roti bakar cokelat,Makanan dan Minuman
pulsa kartu perdana,Utilitas
Harga minyak telon,Kesehatan
langganan Crunchyroll,Hiburan
cappuccino panas kecil,Makanan dan Minuman
Tarif bengkel mobil besar km,Transportasi
ke pameran seni jam,Hiburan
mie ayam jamur,Makanan dan Minuman
servis ac mobil,Transportasi
air minum galon,Utilitas
sling bag wanita promo,Belanja
Total minyak telon,Kesehatan
Tagihan pulsa kartu perdana,Utilitas
keyboard gaming baru,Belanja
Diskon tas clutch,Belanja
Harga roti tawar selai x1,Makanan dan Minuman
lip gloss,Belanja
Biaya sewa kendaraan roda empat km,Transportasi
steam game,Hiburan
internet provider fiber aktif,Utilitas
minyak herbal paket,Kesehatan
inhaler asma satuan,Kesehatan
total jaket kulit,Belanja
Rp warung nasi uduk paket,Makanan dan Minuman
Biaya tiket angkutan umum km,Transportasi
total sandal kulit,Belanja
bowling satu jam hari,Hiburan
Total paket data XL bulan,Utilitas
Biaya pelatihan Google Workspace semester,Pendidikan
total karcis busway hari,Transportasi
diskon headset wireless,Belanja
Biaya kelas psikologi semester,Pendidikan
total plester kompres demam paket,Kesehatan
Biaya suplemen herbal paket,Kesehatan
Biaya ganti oli mesin hari,Transportasi
tiket kereta api km,Transportasi
Rp pizza deluxe pepperoni paket,Makanan dan Minuman
Rp es teh lemon paket,Makanan dan Minuman
Biaya langganan aplikasi olahraga,Utilitas
Total krim anti jamur paket,Kesehatan
penyeberangan ferry km,Transportasi
Total headset wireless promo,Belanja
Total tiket perjalanan jauh,Transportasi
Total langganan HBO GO bulan,Utilitas
jam tangan baru,Belanja
es kopi gula aren paket,Makanan dan Minuman
rp mie instan kuah pedas,Makanan dan Minuman
langganan platform edukasi,Utilitas
perbaikan mesin mobil,Transportasi
Biaya membership gym,Hiburan
langganan aplikasi podcast malam,Hiburan
buku software engineering,Pendidikan
Total biaya tol antarkota kali,Transportasi
pengisian bensin premium kali,Transportasi
Harga alat pengukur tekanan darah paket,Kesehatan
langganan Disney+ bulan,Utilitas
paket data internet harian aktif,Utilitas
total popcorn caramel porsi,Makanan dan Minuman
pengisian nitrogen km,Transportasi
Biaya cuci motor biasa,Transportasi
sandwich isi telur,Makanan dan Minuman
krim anti bakteri,Kesehatan
Tiket tiket wisata budaya,Hiburan
Tiket pembelian tiket pameran,Hiburan
konsultasi gizi satuan,Kesehatan
Diskon sweater rajut,Belanja
Tagihan token listrik bulan,Utilitas
Biaya tol luar kota,Transportasi
nasi goreng kambing,Makanan dan Minuman
pembelian token PLN periode,Utilitas
Biaya biaya seminar edukasi semester,Pendidikan
bakso urat kuah pedas,Makanan dan Minuman
ikan bakar rica,Makanan dan Minuman
sewa sepatu roda,Hiburan
biaya berlangganan aplikasi aktif,Utilitas
Total masker medis,Kesehatan
iuran saluran air aktif,Utilitas
pecel lele paket paket,Makanan dan Minuman
cappuccino panas kecil x1,Makanan dan Minuman
Diskon lipstik nude promo,Belanja
kapsul echinacea satuan,Kesehatan
harga alat cek saturasi oksigen,Kesehatan
Biaya tiket bioskop VIP,Hiburan
teh tarik hangat,Makanan dan Minuman
Harga tiket museum jam,Hiburan
Tarif tiket bus trans,Transportasi
obat sakit kepala,Kesehatan
Harga baju jersey,Belanja
Biaya TV kabel IndiHome aktif,Utilitas
Tagihan tagihan WiFi bulanan,Utilitas
tablet zinc paket,Kesehatan
Tiket tiket acara kuliner hari,Hiburan
Biaya iuran kebersihan,Utilitas
masker bedah,Kesehatan
SPP semester,Pendidikan
Total pelatihan soft skills program,Pendidikan
pelatihan manajemen waktu,Pendidikan
Harga pecel lele paket x1,Makanan dan Minuman
Diskon tas ransel baru,Belanja
pulsa darurat,Utilitas
pengisian bahan bakar pertamax km,Transportasi
Harga omelette sayur x1,Makanan dan Minuman
ke arena trampolin jam,Hiburan
biaya iuran keamanan bulan,Utilitas
Biaya iuran RT/RW,Utilitas
tablet murah,Belanja
Total angkot jarak dekat,Transportasi
obat demam,Kesehatan
kopi hitam panas,Makanan dan Minuman
Total tablet herbal relaksasi,Kesehatan
Biaya parkir mobil kali,Transportasi
Harga kaos polos promo,Belanja
pelatihan Microsoft Excel,Pendidikan
paket data roaming,Utilitas
Biaya konser musik jam,Hiburan
Total biaya seminar edukasi,Pendidikan
Biaya iuran langganan digital,Utilitas
Tiket steam game,Hiburan
Total jus jeruk murni x1,Makanan dan Minuman
Rp ayam gulai x1,Makanan dan Minuman
Biaya minyak herbal,Kesehatan
sertifikasi online periode,Pendidikan
Harga laptop gaming baru,Belanja
Harga alat kesehatan,Kesehatan
sepatu pantofel,Belanja
Biaya tiket bioskop hari,Hiburan
obat herbal,Kesehatan
taksi bandara hari,Transportasi
Harga steak sapi saus jamur,Makanan dan Minuman
Tagihan tagihan bulanan IndiHome,Utilitas
krim anti bakteri satuan,Kesehatan
Total obat sakit kepala,Kesehatan
bus antarprovinsi km,Transportasi
kelas fotografi program,Pendidikan
Biaya alat pengukur tekanan darah paket,Kesehatan
Tarif spare part mobil hari,Transportasi
paket data internet harian,Utilitas
buku fisika,Pendidikan
rp churros cokelat saus x1,Makanan dan Minuman
biaya nonton konser virtual,Hiburan
tiket bermain puzzle room,Hiburan
pembalut luka steril paket,Kesehatan
total power bank slim,Belanja
langganan layanan streaming,Hiburan
Biaya krim anti jamur satuan,Kesehatan
Diskon headset gaming,Belanja
alat nebulizer,Kesehatan
Total kelas seni teater,Pendidikan
Biaya tol luar kota,Transportasi
Biaya game online hari,Hiburan
Harga nasi padang paket hemat porsi,Makanan dan Minuman
iuran TV kabel,Utilitas
TV kabel IndiHome bulan,Utilitas
Biaya langganan Disney+ hari,Hiburan
sewa kendaraan roda empat,Transportasi
diskon hijab pashmina,Belanja
Harga tas punggung anak,Belanja
Tarif pembayaran tol e-money,Transportasi
biaya karcis busway km,Transportasi
biaya tiket kolam renang,Hiburan
Biaya inhaler asma,Kesehatan
brownies kukus lembut,Makanan dan Minuman
total mouse wireless,Belanja
Biaya test kit diabetes paket,Kesehatan
Tarif service berkala motor km,Transportasi
kue lapis legit porsi,Makanan dan Minuman
biaya WiFi kantor,Utilitas
parfum travel baru,Belanja
fresh juice mix,Makanan dan Minuman
kaos olahraga unit,Belanja
keyboard mekanik baru,Belanja
bensin mobil,Transportasi
set kosmetik lengkap,Belanja
Biaya modul ekonomi makro periode,Pendidikan
Biaya alat penyemprot hidung,Kesehatan
paket data roaming,Utilitas
harga krim eksim,Kesehatan
Total nasi liwet komplit,Makanan dan Minuman
biaya service mesin motor,Transportasi
Total telepon rumah Telkom,Utilitas
Diskon gaun pesta,Belanja
total cuci mobil detailing,Transportasi
buku teks matematika,Pendidikan
alat bantu dengar,Kesehatan
pulsa XL prabayar,Utilitas
tiket bioskop IMAX hari,Hiburan
Biaya pelatihan soft skills,Pendidikan
suplemen zat besi satuan,Kesehatan
biaya minyak telon satuan,Kesehatan
TV kabel IndiHome,Utilitas
ayam geprek pedas porsi,Makanan dan Minuman
Total alat penyemprot hidung,Kesehatan
Tiket bermain tenis meja,Hiburan
pembelian oli mesin,Transportasi
Tiket membership spa,Hiburan
tarif bus transprovinsi,Transportasi
obat diare anak,Kesehatan
kursus robotika semester,Pendidikan
obat flu paket,Kesehatan
Biaya kursus komputer,Pendidikan
tas sekolah,Pendidikan
Biaya sewa kendaraan roda empat kali,Transportasi
tiket festival budaya,Hiburan
pengisian bensin premium,Transportasi
tas laptop untuk pelajar program,Pendidikan
pembayaran tol e-money km,Transportasi
hijab pashmina,Belanja
burger ayam spesial paket,Makanan dan Minuman
alat ukur gula darah,Kesehatan
Tarif tambal ban mobil,Transportasi
Biaya suplemen kolagen paket,Kesehatan
biaya iuran televisi digital periode,Utilitas
tagihan biaya instalasi wifi bulan,Utilitas
Diskon blus wanita promo,Belanja
telepon rumah aktif,Utilitas
Diskon mouse gaming,Belanja
Diskon kemeja flanel unit,Belanja
pembelian token pln aktif,Utilitas
tiket game mobile premium malam,Hiburan
tablet zinc paket,Kesehatan
Biaya biaya internet provider lokal,Utilitas
sepatu boots promo,Belanja
tiket bioskop VIP,Hiburan
Total serum vitamin E resep,Kesehatan
Tiket karaoke malam,Hiburan
pembersih luka satuan,Kesehatan
es krim cone porsi,Makanan dan Minuman
Biaya krim anti nyeri satuan,Kesehatan
Harga buku pelajaran promo,Belanja
tablet murah,Belanja
tagihan bulanan IndiHome,Utilitas
bermain futsal,Hiburan
Total tiket kereta api,Transportasi
earphone kabel unit,Belanja
harga langganan platform belajar,Pendidikan
Tarif ojek ke terminal,Transportasi
modul uji kompetensi periode,Pendidikan
pulsa Indosat aktif,Utilitas
Harga papan tulis program,Pendidikan
bus antarprovinsi km,Transportasi
Harga jaket kulit promo,Belanja
Biaya bermain darts malam,Hiburan
Tiket ke acara balapan malam,Hiburan
Harga kertas HVS,Pendidikan
pizza deluxe pepperoni x1,Makanan dan Minuman
Biaya kelas seni teater program,Pendidikan
omelette sayur x1,Makanan dan Minuman
konsultasi dokter paket,Kesehatan
Rp roti bakar cokelat,Makanan dan Minuman
Total pizza medium keju,Makanan dan Minuman
tv kabel indihome,Utilitas
Total hijab pashmina baru,Belanja
Rp cupcake cokelat,Makanan dan Minuman
tiket angkutan umum km,Transportasi
bermain escape room,Hiburan
bakso komplit,Makanan dan Minuman
power bank slim promo,Belanja
Harga pelatihan desain grafis periode,Pendidikan
tarif service rem mobil,Transportasi
Total minyak herbal paket,Kesehatan
nonton konser virtual malam,Hiburan
Total rok panjang,Belanja
pembayaran tv satelit,Utilitas
total buku panduan kuliah program,Pendidikan
Rp tahu isi goreng porsi,Makanan dan Minuman
sewa kendaraan roda empat,Transportasi
pulsa darurat,Utilitas
tiket turnamen esports,Hiburan
Harga langganan Crunchyroll,Hiburan
Total tas olahraga,Belanja
langganan aplikasi edukasi bulan,Utilitas
Harga pelatihan desain grafis periode,Pendidikan
ojek ke terminal km,Transportasi
total tarif jemput penumpang,Transportasi
biaya bensin mobil hari,Transportasi
total kelas fotografi program,Pendidikan
pancake cokelat,Makanan dan Minuman
Total sop buntut komplit x1,Makanan dan Minuman
mie ayam spesial x1,Makanan dan Minuman
Harga obat batuk,Kesehatan
iuran lingkungan aktif,Utilitas
Tarif tol luar kota kali,Transportasi
rok panjang,Belanja
bermain escape room,Hiburan
smartphone baru,Belanja
Harga kertas grafik periode,Pendidikan
Total dimsum ayam udang paket,Makanan dan Minuman
Harga pancake cokelat,Makanan dan Minuman
jus jeruk murni,Makanan dan Minuman
Total pembayaran TV satelit,Utilitas
langganan aplikasi film malam,Hiburan
Harga tiket museum,Hiburan
Harga minuman suplemen kesehatan,Kesehatan
Tarif bus antarprovinsi,Transportasi
Harga martabak cokelat keju paket,Makanan dan Minuman
obat herbal untuk tidur,Kesehatan
Biaya tiket KRL Jabodetabek hari,Transportasi
Tiket tiket wisata budaya malam,Hiburan
Total suplemen probiotik,Kesehatan
tarif tol otomatis hari,Transportasi
pembelian soundtrack game hari,Hiburan
puding cokelat lembut,Makanan dan Minuman
Tarif ganti oli mesin kali,Transportasi
Tagihan langganan Disney+ periode,Utilitas
Tiket pembelian emote game,Hiburan
Biaya tiket kereta api bisnis km,Transportasi
serum vitamin E paket,Kesehatan
tas olahraga,Belanja
topi fedora,Belanja
Harga buku teks matematika,Pendidikan
parkir harian mall,Transportasi
Tagihan air minum kemasan,Utilitas
rok panjang unit,Belanja
dompet kulit,Belanja
Biaya langganan aplikasi olahraga periode,Utilitas
Tarif tiket kereta ekonomi kali,Transportasi
celana chino,Belanja
pembayaran air minum bulanan,Utilitas
servis motor,Transportasi
voucher film digital jam,Hiburan
Tarif service mesin motor kali,Transportasi
biaya obat flu resep,Kesehatan
biaya suplemen kolagen resep,Kesehatan
Harga pembelian DLC game hari,Hiburan
sushi roll salmon,Makanan dan Minuman
sewa playstation jam,Hiburan
ganti rem mobil,Transportasi
pembayaran PLN periode,Utilitas
Harga wedang ronde paket,Makanan dan Minuman
rp omelette sayur porsi,Makanan dan Minuman
ke arena balap gokart hari,Hiburan
Biaya biaya antar logistik km,Transportasi
burger ayam double porsi,Makanan dan Minuman
Total biaya instalasi WiFi aktif,Utilitas
Total pelatihan desain grafis,Pendidikan
Harga smartphone case,Belanja
biaya tablet kalsium,Kesehatan
Rp milkshake vanilla,Makanan dan Minuman
Tarif ojek ke terminal,Transportasi
Biaya salep kulit resep,Kesehatan
Total kue cubit mini porsi,Makanan dan Minuman
alat penyemprot hidung,Kesehatan
internet fiber optic,Utilitas
total lasagna,Makanan dan Minuman
Biaya konsultasi gizi,Kesehatan
kursus digital marketing,Pendidikan
sabun antiseptik,Kesehatan
cuci motor biasa hari,Transportasi
tiket persewaan film online hari,Hiburan
Rp lasagna,Makanan dan Minuman
Total pembelian token PLN,Utilitas
brownies kukus lembut x1,Makanan dan Minuman
Biaya langganan aplikasi streaming,Utilitas
Total kelas fotografi program,Pendidikan
Tiket ke acara komik,Hiburan
masker n95 satuan,Kesehatan
keripik singkong,Makanan dan Minuman
iuran RT/RW,Utilitas
tiket konser,Hiburan
game online,Hiburan
dimsum ayam udang,Makanan dan Minuman
injeksi vitamin,Kesehatan
Biaya alat kesehatan,Kesehatan
total masker wajah promo,Belanja
biaya pengisian nitrogen hari,Transportasi
Biaya service rem mobil kali,Transportasi
biaya servis suspensi km,Transportasi
Tiket ke acara komik,Hiburan
Rp burger ayam double x1,Makanan dan Minuman
Biaya tarif ojek ke pasar hari,Transportasi
Biaya test kit diabetes satuan,Kesehatan
Biaya nonton film digital malam,Hiburan
Biaya kartu tol elektronik kali,Transportasi
tarif jemput penumpang,Transportasi
milkshake vanilla porsi,Makanan dan Minuman
Harga sup tom yam x1,Makanan dan Minuman
langganan amazon prime hari,Hiburan
modul uji kompetensi semester,Pendidikan
Biaya iuran sampah,Utilitas
tiket turnamen esports,Hiburan
biaya perpustakaan semester,Pendidikan
internet bulanan rumah,Utilitas
internet provider fiber aktif,Utilitas
ojek online malam,Transportasi
Harga kelas pemrograman,Pendidikan
wedang ronde,Makanan dan Minuman
alat tes kehamilan resep,Kesehatan
SPP semester,Pendidikan
Total smoothie mangga porsi,Makanan dan Minuman
Total langganan platform musik aktif,Utilitas
modul praktikum,Pendidikan
total parfum travel baru,Belanja
workshop profesional,Pendidikan
obat herbal,Kesehatan
Total jam tangan promo,Belanja
ganti rem mobil,Transportasi
tiket masuk zoo malam,Hiburan
tambal ban motor,Transportasi
krim penghilang bekas luka,Kesehatan
harga buku latihan soal periode,Pendidikan
Biaya minyak telon,Kesehatan
minyak kayu putih,Kesehatan
kartu tol elektronik,Transportasi
Biaya karcis busway hari,Transportasi
tiket bioskop IMAX,Hiburan
tiket museum,Hiburan
dompet kulit,Belanja
Diskon sandal jepit promo,Belanja
Total headset wireless,Belanja
total kursus pemrograman python semester,Pendidikan
Total donat isi cokelat x1,Makanan dan Minuman
blus wanita baru,Belanja
tagihan pembayaran indihome periode,Utilitas
Harga es krim cone porsi,Makanan dan Minuman
bengkel mobil besar,Transportasi
stabilo warna-warni,Pendidikan
Harga tiket masuk zoo hari,Hiburan
biaya cuci motor,Transportasi
Diskon smartphone baru baru,Belanja
nonton konser virtual hari,Hiburan
harga alat tes kolesterol satuan,Kesehatan
ke acara komik malam,Hiburan
Biaya terapi fisio resep,Kesehatan
membership komunitas olahraga,Hiburan
Total tablet zinc,Kesehatan
Harga nasi goreng spesial paket,Makanan dan Minuman
